date,leads,applications,approvals,disbursals,loan_disbursal_volume,activation_rate,churn_rate,cac,ltv,ltv_cac_ratio,dau,npa_rate,support_ticket_volume,funnel_conversion,week_start,month_label
2024-07-25,254,151,101,87,18319866,0.6378,0.0451,4178,27301,6.53,1923,0.0387,113,0.3425,2024-07-22,Jul 2024
2024-07-26,254,172,120,103,20489162,0.6685,0.049,5162,31151,6.03,2007,0.038,71,0.4055,2024-07-22,Jul 2024
2024-07-27,96,53,33,27,5240055,0.5721,0.0504,4245,27624,6.51,712,0.0323,119,0.2812,2024-07-22,Jul 2024
2024-07-28,176,104,70,61,10599251,0.6318,0.0508,4006,29180,7.28,697,0.0367,96,0.3466,2024-07-22,Jul 2024
2024-07-29,257,173,123,96,27030485,0.6236,0.0604,4438,28717,6.47,1656,0.0309,156,0.3735,2024-07-29,Jul 2024
2024-07-30,285,188,127,98,18886639,0.6486,0.056,4284,24194,5.65,1686,0.0359,92,0.3439,2024-07-29,Jul 2024
2024-07-31,276,180,113,89,19066983,0.6349,0.046,4262,30011,7.04,2040,0.0406,77,0.3225,2024-07-29,Jul 2024
2024-08-01,250,144,86,65,13832791,0.606,0.0548,4327,27631,6.39,1998,0.0335,93,0.26,2024-07-29,Aug 2024
2024-08-02,210,118,84,69,15750428,0.619,0.0563,4834,28236,5.84,1691,0.0338,69,0.3286,2024-07-29,Aug 2024
2024-08-03,97,61,36,31,7521367,0.6047,0.0602,3718,35091,9.44,661,0.0378,120,0.3196,2024-07-29,Aug 2024
2024-08-04,73,48,34,26,6342199,0.6609,0.0628,4279,23089,5.4,602,0.032,67,0.3562,2024-07-29,Aug 2024
2024-08-05,213,131,87,67,13743906,0.6293,0.0472,3788,30726,8.11,1951,0.0343,103,0.3146,2024-08-05,Aug 2024
2024-08-06,204,126,90,73,15741131,0.6858,0.0485,4307,26721,6.2,1856,0.0374,68,0.3578,2024-08-05,Aug 2024
2024-08-07,226,130,91,80,18207042,0.6269,0.0458,3790,27890,7.36,2110,0.0343,96,0.354,2024-08-05,Aug 2024
2024-08-08,339,219,159,127,27118507,0.6075,0.0519,3965,27243,6.87,1593,0.0353,142,0.3746,2024-08-05,Aug 2024
2024-08-09,159,90,58,47,12539721,0.5834,0.0561,4008,26505,6.61,1676,0.0378,111,0.2956,2024-08-05,Aug 2024
2024-08-10,96,56,39,29,6767184,0.5748,0.0593,4452,26233,5.89,677,0.037,86,0.3021,2024-08-05,Aug 2024
2024-08-11,63,37,24,18,4325074,0.5814,0.0529,4432,28051,6.33,706,0.0366,102,0.2857,2024-08-05,Aug 2024
2024-08-12,206,125,82,72,17151474,0.637,0.0514,3674,24377,6.64,1707,0.0351,103,0.3495,2024-08-12,Aug 2024
2024-08-13,273,156,106,93,23553834,0.6443,0.0542,4129,28932,7.01,1599,0.0369,113,0.3407,2024-08-12,Aug 2024
2024-08-14,227,126,89,67,15063693,0.5816,0.0483,3861,26618,6.89,1907,0.0357,78,0.2952,2024-08-12,Aug 2024
2024-08-15,185,115,83,73,13745505,0.6559,0.0659,3668,25209,6.87,1878,0.0372,116,0.3946,2024-08-12,Aug 2024
2024-08-16,197,114,79,66,15233387,0.6146,0.0437,4032,26588,6.59,1596,0.0348,59,0.335,2024-08-12,Aug 2024
2024-08-17,96,59,38,33,6714148,0.6336,0.0544,4000,30022,7.51,761,0.0356,90,0.3438,2024-08-12,Aug 2024
2024-08-18,75,42,27,22,4542514,0.6776,0.0655,4957,26456,5.34,748,0.0336,92,0.2933,2024-08-12,Aug 2024
2024-08-19,234,142,98,81,19119047,0.6561,0.0534,4259,28263,6.64,1776,0.036,116,0.3462,2024-08-19,Aug 2024
2024-08-20,227,139,87,71,18122352,0.6212,0.0522,3625,26104,7.2,1768,0.0341,103,0.3128,2024-08-19,Aug 2024
2024-08-21,200,109,66,55,12130925,0.6026,0.0512,3909,29101,7.44,1855,0.0333,77,0.275,2024-08-19,Aug 2024
2024-08-22,332,194,125,97,22145696,0.5648,0.0523,4463,28975,6.49,1611,0.0368,84,0.2922,2024-08-19,Aug 2024
2024-08-23,253,141,89,67,18080439,0.6078,0.0616,4836,31320,6.48,1763,0.0367,107,0.2648,2024-08-19,Aug 2024
2024-08-24,59,32,20,16,3623177,0.6231,0.0401,3550,27291,7.69,539,0.0381,101,0.2712,2024-08-19,Aug 2024
2024-08-25,88,59,37,31,9319057,0.5999,0.0625,3447,28999,8.41,730,0.0351,91,0.3523,2024-08-19,Aug 2024
2024-08-26,201,117,70,55,12949622,0.6256,0.0448,4759,27877,5.86,1506,0.0372,93,0.2736,2024-08-26,Aug 2024
2024-08-27,264,172,103,87,15494557,0.6319,0.0517,4240,30292,7.14,2048,0.0376,118,0.3295,2024-08-26,Aug 2024
2024-08-28,196,112,81,71,17097857,0.6229,0.0508,3800,26282,6.92,1706,0.0373,93,0.3622,2024-08-26,Aug 2024
2024-08-29,222,141,92,71,16351034,0.6101,0.0569,4290,29229,6.81,1728,0.0341,100,0.3198,2024-08-26,Aug 2024
2024-08-30,248,160,103,87,22343841,0.6347,0.0437,3180,27369,8.61,1658,0.0366,159,0.3508,2024-08-26,Aug 2024
2024-08-31,100,62,42,34,8109324,0.643,0.0561,4103,27649,6.74,652,0.0372,77,0.34,2024-08-26,Aug 2024
2024-09-01,66,39,24,20,4327499,0.597,0.0661,4217,26656,6.32,737,0.0363,67,0.303,2024-08-26,Sep 2024
2024-09-02,204,121,87,68,12915965,0.6721,0.0458,4425,26996,6.1,1314,0.0311,113,0.3333,2024-09-02,Sep 2024
2024-09-03,199,117,82,69,14803978,0.6269,0.0551,3746,26277,7.01,1916,0.0367,85,0.3467,2024-09-02,Sep 2024
2024-09-04,192,128,78,67,13309824,0.6304,0.05,4131,26957,6.53,1746,0.0418,93,0.349,2024-09-02,Sep 2024
2024-09-05,298,195,127,112,22981931,0.6512,0.0566,3776,29702,7.87,1497,0.0354,83,0.3758,2024-09-02,Sep 2024
2024-09-06,233,157,112,95,22429533,0.637,0.0541,4189,28535,6.81,1518,0.0345,92,0.4077,2024-09-02,Sep 2024
2024-09-07,65,36,26,21,5645073,0.6586,0.0502,3786,28321,7.48,760,0.0373,135,0.3231,2024-09-02,Sep 2024
2024-09-08,97,62,40,33,7612110,0.6387,0.0569,3956,25690,6.49,585,0.0371,115,0.3402,2024-09-02,Sep 2024
2024-09-09,319,214,145,126,24014269,0.6117,0.0648,3750,24841,6.62,1509,0.0393,117,0.395,2024-09-09,Sep 2024
2024-09-10,262,148,92,76,17636276,0.641,0.0529,4326,28548,6.6,1899,0.0332,73,0.2901,2024-09-09,Sep 2024
2024-09-11,165,90,65,49,12444619,0.5958,0.0583,4398,28408,6.46,1754,0.0382,78,0.297,2024-09-09,Sep 2024
2024-09-12,200,128,80,70,14313362,0.6335,0.0462,4015,29620,7.38,1545,0.0379,55,0.35,2024-09-09,Sep 2024
2024-09-13,274,169,122,103,22298495,0.6292,0.0483,4110,25485,6.2,1735,0.0361,83,0.3759,2024-09-09,Sep 2024
2024-09-14,73,48,32,27,5950478,0.624,0.0568,3590,26252,7.31,582,0.0373,119,0.3699,2024-09-09,Sep 2024
2024-09-15,90,50,33,26,5205839,0.6265,0.0629,3991,23451,5.88,721,0.039,109,0.2889,2024-09-09,Sep 2024
2024-09-16,251,163,108,91,21639609,0.5739,0.0561,4078,25963,6.37,1892,0.0386,94,0.3625,2024-09-16,Sep 2024
2024-09-17,185,105,66,53,11491991,0.6139,0.0521,5013,28759,5.74,1796,0.0336,97,0.2865,2024-09-16,Sep 2024
2024-09-18,216,121,75,63,14575628,0.6332,0.054,3706,25852,6.98,1767,0.0385,85,0.2917,2024-09-16,Sep 2024
2024-09-19,122,68,42,32,6328790,0.6353,0.0465,4607,28084,6.1,2034,0.0363,102,0.2623,2024-09-16,Sep 2024
2024-09-20,182,119,74,62,12942437,0.5997,0.0576,4443,26440,5.95,1706,0.0367,114,0.3407,2024-09-16,Sep 2024
2024-09-21,79,50,35,31,7437577,0.6685,0.0593,4192,27488,6.56,576,0.0367,71,0.3924,2024-09-16,Sep 2024
2024-09-22,66,40,25,19,3997108,0.6046,0.0513,4709,24562,5.22,679,0.0362,104,0.2879,2024-09-16,Sep 2024
2024-09-23,295,174,105,93,25171374,0.6597,0.0512,4223,27047,6.4,2107,0.0395,119,0.3153,2024-09-23,Sep 2024
2024-09-24,170,112,81,65,13630408,0.6435,0.0556,4229,20912,4.94,1546,0.0364,90,0.3824,2024-09-23,Sep 2024
2024-09-25,203,120,85,74,16724915,0.6113,0.0514,4074,26539,6.51,1651,0.0338,112,0.3645,2024-09-23,Sep 2024
2024-09-26,225,147,105,90,22144581,0.684,0.0536,4520,23670,5.24,1786,0.0356,172,0.4,2024-09-23,Sep 2024
2024-09-27,285,171,124,103,19113547,0.595,0.0666,4475,29361,6.56,1705,0.037,96,0.3614,2024-09-23,Sep 2024
2024-09-28,64,37,23,19,3383850,0.6584,0.0525,3872,28523,7.37,591,0.0397,107,0.2969,2024-09-23,Sep 2024
2024-09-29,103,62,40,34,6228615,0.6609,0.0518,3629,27920,7.69,730,0.0381,85,0.3301,2024-09-23,Sep 2024
2024-09-30,221,128,89,72,18431266,0.6108,0.0501,4019,30047,7.48,2167,0.0345,101,0.3258,2024-09-30,Sep 2024
2024-10-01,177,114,78,62,12765978,0.6727,0.0591,3810,24044,6.31,1683,0.0379,103,0.3503,2024-09-30,Oct 2024
2024-10-02,230,140,86,72,21531614,0.6235,0.0536,4067,29454,7.24,1509,0.0323,97,0.313,2024-09-30,Oct 2024
2024-10-03,220,125,88,76,15625370,0.6397,0.0508,4522,27841,6.16,1415,0.0349,76,0.3455,2024-09-30,Oct 2024
2024-10-04,190,126,79,67,15070075,0.6389,0.0626,3929,25522,6.5,1697,0.0313,97,0.3526,2024-09-30,Oct 2024
2024-10-05,81,48,30,25,6618053,0.6271,0.0632,4073,28284,6.94,702,0.033,125,0.3086,2024-09-30,Oct 2024
2024-10-06,75,46,30,24,6717104,0.6555,0.0511,4108,23817,5.8,660,0.0338,102,0.32,2024-09-30,Oct 2024
2024-10-07,217,144,97,84,23666711,0.655,0.0435,4384,24398,5.57,1657,0.0348,113,0.3871,2024-10-07,Oct 2024
2024-10-08,240,150,101,78,19837717,0.5788,0.0607,3301,24848,7.53,1563,0.0344,89,0.325,2024-10-07,Oct 2024
2024-10-09,283,157,96,79,19652560,0.6704,0.0506,3874,25025,6.46,1488,0.0339,108,0.2792,2024-10-07,Oct 2024
2024-10-10,170,114,81,61,14408947,0.5814,0.0594,4160,23987,5.77,1805,0.031,98,0.3588,2024-10-07,Oct 2024
2024-10-11,313,196,124,99,23912359,0.6623,0.0428,4506,28564,6.34,1821,0.0304,76,0.3163,2024-10-07,Oct 2024
2024-10-12,57,33,20,16,3294711,0.6652,0.06,3913,25618,6.55,541,0.0326,99,0.2807,2024-10-07,Oct 2024
2024-10-13,79,44,31,25,4985652,0.5987,0.0474,3428,26858,7.83,741,0.0341,76,0.3165,2024-10-07,Oct 2024
2024-10-14,238,154,111,94,20671627,0.6192,0.0591,4302,25030,5.82,1763,0.0313,82,0.395,2024-10-14,Oct 2024
2024-10-15,225,141,100,81,17459768,0.5983,0.0548,3862,22547,5.84,1916,0.0345,97,0.36,2024-10-14,Oct 2024
2024-10-16,191,117,82,67,13959740,0.6251,0.0489,3668,26746,7.29,1458,0.0355,99,0.3508,2024-10-14,Oct 2024
2024-10-17,206,137,93,73,17459749,0.6224,0.0522,3865,22399,5.8,1455,0.0296,73,0.3544,2024-10-14,Oct 2024
2024-10-18,196,127,85,68,16777129,0.655,0.0588,4019,26104,6.5,1645,0.0298,114,0.3469,2024-10-14,Oct 2024
2024-10-19,73,40,24,18,4002234,0.671,0.0553,3871,23522,6.08,667,0.0315,104,0.2466,2024-10-14,Oct 2024
2024-10-20,95,55,35,26,6829643,0.6736,0.0582,3310,30251,9.14,760,0.0327,81,0.2737,2024-10-14,Oct 2024
2024-10-21,229,131,84,70,13428305,0.6149,0.0665,4396,28117,6.4,1795,0.0306,68,0.3057,2024-10-21,Oct 2024
2024-10-22,190,122,77,65,13971512,0.6255,0.0453,4528,26523,5.86,1634,0.0353,91,0.3421,2024-10-21,Oct 2024
2024-10-23,253,137,95,79,15947489,0.5813,0.0644,4309,28857,6.7,1512,0.033,85,0.3123,2024-10-21,Oct 2024
2024-10-24,227,140,93,76,13364757,0.6077,0.0553,3683,24654,6.69,1896,0.0321,95,0.3348,2024-10-21,Oct 2024
2024-10-25,249,161,98,79,17208413,0.6609,0.0493,4010,27451,6.85,1523,0.0284,86,0.3173,2024-10-21,Oct 2024
2024-10-26,91,60,37,32,6937895,0.6804,0.0467,4078,26782,6.57,750,0.0287,61,0.3516,2024-10-21,Oct 2024
2024-10-27,70,41,28,23,6067705,0.595,0.0535,4289,26928,6.28,620,0.0327,86,0.3286,2024-10-21,Oct 2024
2024-10-28,195,127,77,63,14949896,0.6143,0.0602,4313,28962,6.72,1970,0.0267,86,0.3231,2024-10-28,Oct 2024
2024-10-29,247,137,97,74,14397217,0.6313,0.0539,3822,27900,7.3,1800,0.0346,106,0.2996,2024-10-28,Oct 2024
2024-10-30,241,158,104,83,22810112,0.6405,0.0637,4107,27030,6.58,1660,0.0316,81,0.3444,2024-10-28,Oct 2024
2024-10-31,215,119,78,63,16047146,0.6079,0.046,4238,23160,5.46,1599,0.0402,133,0.293,2024-10-28,Oct 2024
2024-11-01,235,139,94,76,17929678,0.6449,0.0553,4587,26223,5.72,1730,0.0378,68,0.3234,2024-10-28,Nov 2024
2024-11-02,110,71,50,41,8778154,0.618,0.0478,4324,27916,6.46,710,0.0316,128,0.3727,2024-10-28,Nov 2024
2024-11-03,78,43,27,22,4313639,0.6318,0.0575,4353,28367,6.52,686,0.0318,94,0.2821,2024-10-28,Nov 2024
2024-11-04,254,145,99,83,17462366,0.6487,0.0607,4106,25939,6.32,1691,0.0346,118,0.3268,2024-11-04,Nov 2024
2024-11-05,222,142,95,81,20307113,0.6326,0.0528,4570,33041,7.23,1766,0.0364,101,0.3649,2024-11-04,Nov 2024
2024-11-06,222,142,90,77,21238764,0.6193,0.0397,4219,31269,7.41,1811,0.028,123,0.3468,2024-11-04,Nov 2024
2024-11-07,281,176,125,106,28064363,0.6292,0.0565,3774,29459,7.81,1453,0.0277,90,0.3772,2024-11-04,Nov 2024
2024-11-08,268,170,119,105,21783889,0.6298,0.058,4566,28418,6.22,1883,0.0306,79,0.3918,2024-11-04,Nov 2024
2024-11-09,101,62,42,32,6154934,0.6214,0.0578,4319,27868,6.45,620,0.0336,132,0.3168,2024-11-04,Nov 2024
2024-11-10,111,63,44,34,7607534,0.6248,0.0627,3919,26407,6.74,610,0.0334,97,0.3063,2024-11-04,Nov 2024
2024-11-11,232,136,96,73,12989209,0.6806,0.0489,3906,28485,7.29,1522,0.0349,104,0.3147,2024-11-11,Nov 2024
2024-11-12,262,148,102,86,19668132,0.6495,0.0594,4177,28864,6.91,1507,0.0292,126,0.3282,2024-11-11,Nov 2024
2024-11-13,219,146,103,90,19452383,0.6238,0.0625,4235,25884,6.11,1576,0.0264,79,0.411,2024-11-11,Nov 2024
2024-11-14,246,152,104,82,17058815,0.6536,0.0447,4141,29054,7.02,1682,0.0344,112,0.3333,2024-11-11,Nov 2024
2024-11-15,227,135,92,81,14716319,0.6227,0.0573,4181,28094,6.72,2197,0.0302,87,0.3568,2024-11-11,Nov 2024
2024-11-16,89,53,36,27,6317611,0.668,0.0523,4666,24608,5.27,652,0.0272,95,0.3034,2024-11-11,Nov 2024
2024-11-17,98,65,45,39,8048693,0.6439,0.0548,4446,26721,6.01,700,0.0326,100,0.398,2024-11-11,Nov 2024
2024-11-18,200,112,69,55,10515132,0.6297,0.0574,4137,27634,6.68,1885,0.0343,73,0.275,2024-11-18,Nov 2024
2024-11-19,339,210,150,115,17923862,0.6464,0.0524,4400,32255,7.33,1836,0.032,84,0.3392,2024-11-18,Nov 2024
2024-11-20,194,118,84,69,15129961,0.5858,0.0513,3709,29611,7.98,1799,0.0312,129,0.3557,2024-11-18,Nov 2024
2024-11-21,187,116,70,55,14967417,0.5992,0.0555,4209,25846,6.14,1610,0.0319,118,0.2941,2024-11-18,Nov 2024
2024-11-22,287,155,109,86,23093949,0.5972,0.0488,4702,29508,6.28,2099,0.0314,97,0.2997,2024-11-18,Nov 2024
2024-11-23,102,67,41,32,6664244,0.6374,0.0488,3992,25460,6.38,827,0.029,103,0.3137,2024-11-18,Nov 2024
2024-11-24,99,66,42,36,7367848,0.6851,0.0594,3772,30738,8.15,583,0.0306,93,0.3636,2024-11-18,Nov 2024
2024-11-25,261,161,112,92,21411191,0.7001,0.0484,3840,27650,7.2,1642,0.0337,130,0.3525,2024-11-25,Nov 2024
2024-11-26,233,148,91,72,14051541,0.6523,0.0593,3686,28423,7.71,1770,0.0332,95,0.309,2024-11-25,Nov 2024
2024-11-27,199,133,93,78,17792839,0.6483,0.0581,3792,31281,8.25,1654,0.0328,104,0.392,2024-11-25,Nov 2024
2024-11-28,237,151,106,90,21706496,0.5792,0.045,3937,26074,6.62,1917,0.0299,124,0.3797,2024-11-25,Nov 2024
2024-11-29,207,116,77,61,15548716,0.617,0.0513,3574,25872,7.24,1696,0.032,84,0.2947,2024-11-25,Nov 2024
2024-11-30,106,65,39,31,6738524,0.6097,0.0625,4071,27518,6.76,861,0.027,133,0.2925,2024-11-25,Nov 2024
2024-12-01,76,47,29,22,4723140,0.6148,0.0501,4381,27404,6.26,689,0.0329,64,0.2895,2024-11-25,Dec 2024
2024-12-02,178,106,72,56,11088028,0.6284,0.0532,3747,22305,5.95,1647,0.0361,122,0.3146,2024-12-02,Dec 2024
2024-12-03,195,125,90,76,15140601,0.6193,0.0588,4596,19696,4.29,1788,0.0288,80,0.3897,2024-12-02,Dec 2024
2024-12-04,223,149,101,79,16914016,0.5741,0.0607,4243,24474,5.77,1803,0.031,83,0.3543,2024-12-02,Dec 2024
2024-12-05,187,125,79,65,14944500,0.656,0.0545,4425,26496,5.99,1527,0.0333,60,0.3476,2024-12-02,Dec 2024
2024-12-06,179,107,73,62,15220402,0.6014,0.0524,3833,27810,7.26,1490,0.0357,80,0.3464,2024-12-02,Dec 2024
2024-12-07,82,45,30,23,4595074,0.6408,0.0645,4362,24500,5.62,619,0.0314,70,0.2805,2024-12-02,Dec 2024
2024-12-08,82,55,38,31,8157861,0.6959,0.0664,3681,24620,6.69,670,0.0308,77,0.378,2024-12-02,Dec 2024
2024-12-09,190,124,76,60,12777451,0.6061,0.0619,4374,27767,6.35,1642,0.0277,84,0.3158,2024-12-09,Dec 2024
2024-12-10,191,106,74,65,14263380,0.5579,0.0565,4122,21736,5.27,1384,0.0328,106,0.3403,2024-12-09,Dec 2024
2024-12-11,217,145,97,79,15889439,0.6252,0.0512,4255,24715,5.81,1497,0.0377,92,0.3641,2024-12-09,Dec 2024
2024-12-12,160,105,76,65,10690448,0.6669,0.051,3650,25889,7.09,1611,0.0333,93,0.4062,2024-12-09,Dec 2024
2024-12-13,162,99,63,52,12720329,0.6926,0.0591,3747,26423,7.05,1612,0.0326,70,0.321,2024-12-09,Dec 2024
2024-12-14,69,42,28,21,5047110,0.597,0.0585,4269,24522,5.74,752,0.0334,73,0.3043,2024-12-09,Dec 2024
2024-12-15,76,45,32,26,5530119,0.6489,0.0644,3728,25627,6.87,538,0.0326,125,0.3421,2024-12-09,Dec 2024
2024-12-16,221,121,74,65,14415419,0.62,0.0599,4222,20598,4.88,1711,0.0306,75,0.2941,2024-12-16,Dec 2024
2024-12-17,273,160,115,96,22468923,0.6309,0.047,3581,24275,6.78,1890,0.0347,122,0.3516,2024-12-16,Dec 2024
2024-12-18,244,159,109,94,17144227,0.7134,0.0623,4356,26515,6.09,2045,0.0333,83,0.3852,2024-12-16,Dec 2024
2024-12-19,203,109,66,57,11768626,0.589,0.05,3627,23659,6.52,1566,0.0328,87,0.2808,2024-12-16,Dec 2024
2024-12-20,209,122,77,60,14520022,0.6418,0.0537,4251,25758,6.06,1713,0.0303,107,0.2871,2024-12-16,Dec 2024
2024-12-21,66,39,26,20,3785166,0.6482,0.0575,4276,26551,6.21,656,0.036,113,0.303,2024-12-16,Dec 2024
2024-12-22,79,48,29,24,5469313,0.6668,0.068,3813,24988,6.55,633,0.0344,86,0.3038,2024-12-16,Dec 2024
2024-12-23,199,133,89,72,13460353,0.6372,0.0747,4260,26031,6.11,1618,0.0314,80,0.3618,2024-12-23,Dec 2024
2024-12-24,222,130,83,72,16751871,0.6436,0.0596,4147,23781,5.73,1708,0.0353,87,0.3243,2024-12-23,Dec 2024
2024-12-25,181,106,72,63,13800847,0.6226,0.0549,3867,25310,6.55,1270,0.0315,93,0.3481,2024-12-23,Dec 2024
2024-12-26,231,148,89,71,12867906,0.6425,0.0592,3703,26960,7.28,1753,0.0308,104,0.3074,2024-12-23,Dec 2024
2024-12-27,277,167,119,94,23782161,0.6241,0.0613,3368,26070,7.74,1659,0.0309,87,0.3394,2024-12-23,Dec 2024
2024-12-28,78,44,31,26,5237361,0.6531,0.0541,4177,24599,5.89,609,0.0284,98,0.3333,2024-12-23,Dec 2024
2024-12-29,86,51,37,29,5788874,0.6234,0.0668,3507,26237,7.48,765,0.034,121,0.3372,2024-12-23,Dec 2024
2024-12-30,239,133,92,79,17803381,0.6459,0.0574,4087,27235,6.66,1535,0.0283,93,0.3305,2024-12-30,Dec 2024
2024-12-31,196,110,67,54,13635719,0.6337,0.059,3961,21722,5.48,1578,0.0298,92,0.2755,2024-12-30,Dec 2024
